shop1_item1,shop1_item2,shop1_item3,shop1_item4,shop1_item5,shop2_item1,shop2_item2,shop2_item3,shop2_item4,shop2_item5,Holiday
3,3,5,3,1,5,1,2,1,4,0
3,3,5,1,3,2,1,4,1,2,0
3,3,4,6,5,3,6,1,4,2,0
3,3,1,9,12,5,4,14,5,3,0
3,3,1,5,6,5,11,2,1,4,0
3,3,2,2,4,8,5,6,4,11,0
3,3,2,8,5,2,4,9,9,5,0
3,3,2,12,79,15,22,3,15,31,0
3,3,1,1,3,1,2,4,4,5,0
3,3,2,9,2,1,1,1,1,2,0
3,3,2,1,5,2,9,6,6,4,0
3,3,16,1,4,5,3,5,6,5,0
3,3,2,3,2,6,3,10,9,9,0
3,3,14,18,8,21,5,10,37,18,0
3,3,1,18,19,12,34,7,7,18,0
3,3,2,7,16,6,6,2,5,7,0
3,3,1,1,3,2,8,4,2,15,0
3,3,1,5,3,2,3,3,3,1,0
3,3,2,4,1,1,1,11,6,10,0
3,3,2,1,1,15,11,8,1,6,0
3,3,4,2,10,1,1,1,9,2,0
3,3,18,5,4,2,4,2,3,18,0
3,3,1,1,5,2,1,3,10,1,0
3,3,2,3,1,1,1,2,3,3,0
3,3,1,4,1,1,1,2,3,2,0
3,3,2,4,1,2,1,1,3,1,0
3,3,10,5,5,7,4,6,3,5,0
3,3,2,3,8,3,17,4,2,3,0
3,3,3,2,1,2,4,3,17,3,0
3,3,1,1,1,1,2,2,1,1,0
3,3,1,2,1,4,2,2,1,1,0
3,3,15,3,10,5,11,7,1,2,0
3,3,3,1,9,2,1,3,2,1,0
3,3,3,21,9,7,7,3,8,9,0
3,4,6,2,7,2,2,1,9,2,0
3,4,7,5,6,5,4,3,11,15,0
3,4,7,4,19,10,4,9,25,33,0
3,4,10,15,12,11,2,7,5,14,0
3,4,6,1,2,1,4,7,1,4,0
3,4,6,6,10,3,2,7,3,1,0
3,4,41,38,17,24,4,11,6,3,0
3,4,4,5,13,31,6,2,8,16,0
3,4,2,1,1,7,5,3,7,1,0
3,4,2,1,1,10,18,6,25,4,0
3,4,5,6,13,1,3,2,2,3,0
3,4,9,16,14,14,5,15,55,9,0
3,4,2,1,1,6,1,4,1,1,0
3,4,2,2,1,3,3,1,1,3,0
3,4,16,1,1,10,7,11,13,4,0
3,4,1,1,5,4,2,8,3,1,0
3,4,5,7,1,6,8,2,2,1,0
3,4,26,11,20,7,3,3,4,8,0
3,4,2,6,2,5,10,3,2,1,0
3,4,6,1,2,3,10,3,3,5,0
3,4,3,3,5,3,5,2,3,8,0
3,4,3,4,1,1,1,4,3,3,0
3,4,18,9,2,2,2,1,15,9,0
3,4,4,1,16,14,4,1,39,1,0
3,4,1,6,6,7,15,4,2,9,0
3,4,5,4,12,7,22,8,8,4,0
3,4,14,6,15,6,14,2,13,7,0
3,4,2,2,1,2,1,9,4,2,0
3,4,1,2,1,1,4,1,4,2,0
3,4,11,1,5,4,9,4,5,7,0
3,4,3,13,4,4,2,1,2,10,0
3,4,4,4,1,10,1,5,2,4,0
3,4,1,3,1,1,1,1,2,2,0
3,5,4,4,3,3,5,10,7,7,0
3,5,22,13,2,21,8,11,6,1,0
3,5,3,10,7,21,10,2,1,4,0
3,5,2,4,5,2,1,11,2,11,0
3,5,3,10,3,12,7,3,3,5,0
3,5,2,5,7,1,4,2,7,11,0
3,5,3,2,1,2,7,2,4,3,0
3,5,7,3,1,4,5,6,5,4,0
3,5,2,8,1,6,3,4,3,1,0
3,5,1,4,5,5,2,1,4,17,0
3,5,5,7,5,3,11,9,16,3,0
3,5,3,3,3,1,4,3,5,1,0
3,5,2,3,1,2,1,2,1,5,0
3,5,6,5,2,9,6,4,4,4,0
3,5,6,16,37,23,56,6,5,6,0
3,5,1,1,10,11,3,8,4,8,0
3,5,3,2,8,1,4,10,6,1,0
3,5,25,56,8,9,22,4,21,41,0
3,5,10,17,5,19,2,5,14,10,0
3,5,2,6,3,1,3,2,2,1,0
3,5,5,2,4,1,2,2,3,2,0
3,5,8,2,10,10,1,14,11,5,0
3,5,3,9,4,3,1,2,5,2,0
3,5,2,2,1,3,8,4,1,4,0
3,5,1,1,2,3,2,2,2,3,0
3,5,3,2,4,3,3,4,4,4,0
3,5,2,3,6,1,6,7,2,3,0
3,5,4,3,9,6,6,8,3,19,0
3,5,5,7,5,4,6,2,3,1,0
3,5,3,3,2,3,2,2,3,1,0
3,5,4,7,8,4,3,5,2,1,0
3,5,9,3,8,2,1,7,2,7,0
3,6,1,3,1,13,7,5,4,5,0
3,6,5,22,7,20,4,12,3,1,0
3,6,1,4,6,16,18,11,3,6,0
3,6,2,4,8,2,3,12,9,1,0
3,6,1,8,17,15,2,9,5,5,0
3,6,4,2,3,1,1,2,3,1,0
3,6,1,3,1,3,2,3,2,1,0
3,6,3,1,5,4,12,3,1,2,0
3,6,2,2,3,3,6,1,3,8,0
3,6,3,2,4,2,2,1,2,5,0
3,6,3,6,4,4,7,8,1,1,0
3,6,4,2,1,4,2,1,2,3,0
3,6,3,1,4,3,16,3,1,2,0
3,6,7,2,2,8,7,1,1,2,0
3,6,7,7,9,3,2,1,3,6,0
3,6,6,37,28,27,67,8,27,27,0
3,6,5,2,5,6,5,1,1,2,0
3,6,7,4,10,1,6,1,4,3,0
3,6,5,2,10,4,15,2,3,8,0
3,6,1,5,2,2,8,21,26,3,0
3,6,8,3,11,1,14,10,22,16,0
3,6,1,2,3,3,3,3,3,3,0
3,6,16,6,4,9,3,3,8,3,0
3,6,3,1,1,1,2,1,1,2,0
3,6,3,3,6,2,1,1,1,1,0
3,7,7,2,4,3,5,6,2,3,0
3,7,1,6,1,4,1,3,2,9,0
3,7,6,5,4,1,2,2,3,12,0
3,7,4,12,20,12,6,19,5,7,0
3,7,4,2,3,23,15,13,4,5,0
3,7,5,2,9,4,36,4,2,1,0
3,7,2,8,4,9,5,20,46,22,0
3,7,4,6,2,4,3,1,3,3,0
3,7,5,2,1,1,1,7,3,3,0
3,7,7,7,5,2,8,2,2,5,0
3,7,30,13,1,9,7,17,17,1,0
3,7,1,3,7,11,7,3,3,7,0
3,7,1,3,6,3,6,3,1,2,0
3,7,3,3,2,2,2,1,1,1,0
3,7,2,4,11,2,3,3,4,2,0
3,8,4,4,2,3,2,3,13,6,0
3,8,12,15,2,2,3,8,2,11,0
3,8,5,5,6,4,22,14,21,18,0
3,8,16,9,3,11,2,6,7,5,0
3,8,5,1,1,7,3,7,1,12,0
3,8,2,1,4,2,1,1,2,2,0
3,8,5,2,4,9,1,5,14,8,0
3,8,3,1,1,1,2,1,2,1,0
3,8,2,3,1,4,15,11,6,12,0
3,8,2,4,3,1,5,4,6,3,0
3,8,13,8,17,8,16,15,14,17,0
3,8,13,2,4,7,53,38,34,60,0
3,8,1,2,1,2,2,6,1,1,0
3,8,14,19,31,2,1,34,2,5,0
3,8,9,9,1,3,7,1,2,12,0
3,9,1,1,1,3,2,1,1,1,0
3,9,12,10,17,7,1,17,6,7,0
3,9,5,5,1,3,4,5,2,3,0
3,9,4,10,5,1,5,2,4,4,0
3,9,6,8,3,5,2,2,1,1,0
3,9,8,10,29,8,11,16,3,8,0
3,9,3,1,11,12,5,3,4,3,0
3,9,12,5,15,6,4,8,7,4,0
3,10,3,4,3,3,3,10,2,2,0
3,10,2,2,5,2,4,1,2,2,0
3,10,2,1,3,1,1,1,1,1,0
3,10,6,2,14,1,21,12,9,1,0
3,11,11,1,5,2,1,15,2,9,0
3,11,28,17,2,13,1,46,61,65,0
3,11,4,5,12,9,9,13,12,11,0
3,11,7,4,3,9,3,16,2,1,0
3,11,25,18,7,27,22,15,13,1,0
3,11,5,1,9,2,3,1,5,1,0
3,11,3,3,3,6,2,1,2,1,0
3,11,5,20,2,10,14,3,11,7,0
3,12,8,6,10,2,5,34,14,17,0
3,12,5,5,22,28,25,24,12,5,0
3,12,6,2,1,2,5,1,4,8,0
3,12,12,5,2,5,3,2,3,1,0
3,12,15,4,3,3,18,2,7,2,0
3,12,3,1,3,2,10,1,3,9,0
3,12,4,1,4,2,2,4,5,1,0
3,13,3,5,2,14,7,1,1,13,0
3,13,9,6,13,8,6,9,2,10,0
3,13,16,10,8,7,3,13,16,5,0
3,13,8,4,6,3,2,5,5,3,0
3,14,9,1,6,4,30,21,21,17,0
3,14,8,2,10,2,28,3,3,5,0
3,14,19,7,11,2,4,2,1,2,0
3,14,2,7,1,28,17,12,3,18,0
3,14,10,5,9,17,8,3,21,1,0
3,15,2,1,2,5,3,6,1,1,0
3,15,4,5,11,2,2,5,4,25,0
3,15,8,19,4,13,3,46,34,27,0
3,15,10,5,8,13,8,3,6,6,0
3,16,8,4,2,2,1,1,1,3,0
3,16,28,14,27,22,15,3,6,5,0
3,16,15,12,11,7,6,3,17,3,0
3,17,21,13,8,1,4,26,38,20,0
3,18,6,2,6,7,7,4,6,5,0
3,19.844,22.762,34.194,9.309,4.835,97.459,120.112,20.609,46.991,0
3,20,11,23,10,5,14,8,5,6,0
3,25,4,18,4,5,1,3,2,2,0
3,26,1,5,3,8,15,4,1,2,0
3,28,11,13,24,8,15,7,5,2,0
3,29,1,3,3,7,7,20,12,8,0
3,30,4,3,7,24,9,12,2,2,0
3,37,22,5,5,4,11,13,1,31,0
3,43,2,6,4,1,6,1,2,20,0
3,44,28,20,21,21,20,8,26,2,0
3,55,30,33,47,14,19,13,48,2,0
3,57,26,37,34,21,19,6,11,15,0
4,1,10,1,1,4,3,3,2,2,0
4,1,1,3,1,2,4,3,4,3,0
4,1,1,1,1,2,2,5,3,3,0
4,1,3,2,2,1,7,20,9,3,0
4,1,1,1,4,10,19,2,8,4,0
4,1,10,2,3,4,6,3,2,4,0
4,1,5,16,12,6,4,6,7,45,0
4,1,4,1,6,4,5,2,4,10,0
4,1,1,3,3,3,14,7,16,10,0
4,1,1,8,11,10,7,2,14,2,0
4,1,6,1,1,4,7,5,4,5,0
4,1,1,5,2,1,1,2,4,13,0
4,1,1,7,18,27,31,18,3,9,0
4,1,5,4,4,4,13,5,1,10,0
4,1,3,3,8,2,4,1,8,3,0
4,1,1,5,5,9,2,2,1,4,0
4,1,1,11,30,15,50,3,1,6,0
4,1,1,3,1,5,2,12,25,18,0
4,1,8,2,3,1,1,1,6,4,0
4,1,2,4,6,12,1,9,3,4,0
4,1,2,17,1,2,1,26,9,11,0
4,1,2,2,4,3,1,8,13,3,0
4,1,2,5,1,2,1,5,2,10,0
4,1,2,1,2,3,3,1,1,1,0
4,1,22,14,15,13,11,8,4,3,0
4,1,4,5,1,10,19,18,8,3,0
4,1,5,9,2,1,5,2,6,5,0
4,1,1,2,2,9,3,1,1,2,0
4,1,2,3,3,5,3,1,3,4,0
4,1,1,3,1,3,3,4,2,1,0
4,1,1,2,4,1,1,2,22,3,0
4,1,2,7,10,11,11,6,1,3,0
4,1,1,2,2,2,1,1,10,6,0
4,1,5,1,10,5,2,3,3,2,0
4,1,7,8,11,6,9,3,35,8,0
4,1,3,1,7,1,4,3,4,5,0
4,1,2,2,1,2,1,3,3,7,0
4,1,11,17,10,25,10,10,4,1,0
4,1,2,3,1,2,1,1,1,5,0
4,1,2,1,2,6,1,1,3,2,0
4,1,2,3,2,1,1,3,2,3,0
4,1,7,2,1,17,7,7,13,3,0
4,1,7,11,2,5,8,2,1,2,0
4,1,2,1,4,3,1,2,1,1,0
4,1,1,2,2,1,2,2,3,4,0
4,1,1,2,1,1,1,2,1,3,0
4,1,8,4,2,7,2,3,1,1,0
4,1,3,1,3,2,2,1,2,2,0
4,1,1,1,2,1,4,1,4,1,0
4,1,3,6,5,3,14,7,6,8,0
4,1,5,14,5,3,6,7,8,7,0
4,1,1,2,2,1,1,1,1,2,0
4,1,1,1,2,1,4,7,7,3,0
4,1,4,2,2,1,3,1,4,2,0
4,1,2,3,2,4,2,2,3,1,0
4,1,3,1,2,1,1,3,4,9,0
4,1,2,1,5,4,1,5,3,4,0
4,1,17,8,5,8,4,14,5,1,0
4,1,2,1,4,6,2,12,4,6,0
4,2,7,4,9,1,11,5,1,19,0
4,2,2,1,1,4,2,1,7,1,0
4,2,4,4,2,2,5,17,6,2,0
4,2,2,1,3,2,5,1,1,1,0
4,2,1,3,7,2,11,10,11,9,0
4,2,2,2,1,4,3,1,2,4,0
4,2,2,4,5,2,10,15,11,8,0
4,2,1,1,2,1,1,2,1,2,0
4,2,2,7,4,1,4,4,17,1,0
4,2,4,5,2,1,3,1,4,5,0
4,2,19,9,14,2,11,3,11,13,0
4,2,7,6,3,5,18,7,4,6,0
4,2,1,2,1,1,4,2,1,7,0
4,2,8,12,7,4,9,8,3,3,0
4,2,1,1,9,16,14,20,2,3,0
4,2,4,3,12,5,1,2,3,1,0
4,2,2,8,3,5,7,2,2,1,0
4,2,4,15,9,2,1,1,8,1,0
4,2,1,16,4,3,6,1,1,2,0
4,2,11,7,4,3,4,1,2,5,0
4,2,1,2,2,1,1,4,3,1,0
4,2,28,4,3,10,3,2,4,1,0
4,2,4,9,2,10,18,12,24,4,0
4,2,8,7,2,2,2,8,3,7,0
4,2,3,1,4,1,2,1,3,1,0
4,2,7,1,3,3,1,2,3,3,0
4,2,7,1,18,7,4,24,9,12,0
4,2,1,1,2,2,3,3,1,1,0
4,2,1,1,2,1,1,3,1,1,0
4,2,3,9,4,5,6,1,5,1,0
4,2,9,7,15,4,12,2,1,5,0
4,2,4,4,1,17,1,3,3,5,0
4,2,2,6,1,31,18,14,20,9,0
4,2,1,13,5,17,34,19,29,28,0
4,3,6,2,1,6,4,2,3,6,0
4,3,1,1,3,2,2,5,4,5,0
4,3,1,2,1,1,1,1,7,3,0
4,3,2,2,4,1,4,1,1,1,0
4,3,2,2,3,1,1,1,1,1,0
4,3,1,2,12,18,8,18,7,1,0
4,3,3,1,2,1,2,1,3,1,0
4,3,2,1,1,2,5,4,2,2,0
4,3,5,1,2,1,3,1,2,4,0
4,3,4,5,3,1,2,9,10,11,0
4,3,1,1,4,5,3,3,2,1,0
4,3,13,21,48,23,15,42,6,23,0
4,3,1,3,3,1,3,3,2,3,0
4,3,30,26,31,18,12,13,17,4,0
4,3,1,3,5,1,10,11,6,2,0
4,3,5,4,1,3,1,3,5,2,0
4,3,4,2,4,6,5,7,1,10,0
4,3,2,2,5,5,2,3,7,5,0
4,3,14,3,6,6,1,4,2,5,0
4,3,2,2,3,1,1,1,9,4,0
4,3,2,1,5,5,1,1,1,1,0
4,3,27,7,6,7,4,4,6,3,0
4,3,6,3,2,5,4,13,1,10,0
4,3,11,20,5,1,4,2,2,9,0
4,3,4,1,6,1,6,5,7,2,0
4,3,2,1,5,1,5,2,2,1,0
4,3,3,1,10,1,2,2,1,2,0
4,3,6,1,1,8,3,4,5,2,0
4,3,13,1,2,1,1,2,2,7,0
4,3,1,4,2,1,11,3,5,1,0
4,3,2,9,13,2,8,4,4,1,0
4,3,6,15,4,3,6,7,6,2,0
4,3,2,1,1,2,3,1,2,2,0
4,3,2,7,3,2,2,4,4,1,0
4,3,5,7,1,4,1,1,3,4,0
4,3,1,4,1,3,1,2,1,1,0
4,3,16,1,6,8,2,3,3,8,0
4,3,7,1,3,6,6,5,6,9,0
4,3,7,1,3,4,12,4,5,10,0
4,3,1,1,1,16,2,1,5,3,0
4,3,12,9,7,7,12,7,9,7,0
4,3,1,5,5,3,2,1,1,1,0
4,3,3,3,4,2,4,3,1,1,0
4,3,5,3,7,3,1,6,4,4,0
4,4,7,5,8,7,12,9,11,9,0
4,4,4,5,1,1,8,6,2,3,0
4,4,2,16,11,6,56,54,19,50,0
4,4,2,3,1,7,4,1,1,8,0
4,4,8,6,2,1,4,6,19,20,0
4,4,2,6,13,6,3,2,5,4,0
4,4,8,1,4,3,1,2,1,2,0
4,4,2,1,2,4,4,4,8,23,0
4,4,6,3,1,4,3,6,4,3,0
4,4,6,10,5,2,5,4,5,5,0
4,4,1,4,26,16,14,12,7,11,0
4,4,2,1,6,7,5,1,4,1,0
4,4,5,16,2,1,4,4,2,7,0
4,4,15,10,15,15,38,17,8,12,1
4,4,2,8,4,1,2,33,32,11,0
4,4,1,2,1,9,14,7,1,15,0
4,4,1,19,3,15,1,2,11,1,0
4,4,12,12,10,20,13,15,11,9,1
4,4,2,1,3,4,5,1,1,1,0
4,4,7,2,7,6,5,16,2,4,0
4,4,18,25,9,10,25,11,8,37,0
4,4,5,2,1,6,3,1,2,1,0
4,4,3,2,2,2,15,14,11,9,0
4,4,4,3,1,7,6,2,15,2,0
4,4,9,11,11,9,12,10,13,4,1
4,4,19,17,16,13,10,6,5,7,0
4,4,4,4,2,3,3,3,3,1,0
4,4,1,12,5,5,9,1,2,2,0
4,4,1,4,17,5,3,4,5,1,0
4,4,6,7,5,8,10,10,12,10,1
4,4,5,26,5,13,17,7,22,10,0
4,4,10,25,12,16,3,10,2,3,0
4,4,1,2,1,5,1,2,1,1,0
4,4,4,6,3,4,14,11,21,3,0
4,4,1,2,3,2,1,2,1,3,0
4,4,6,2,4,4,2,10,1,2,0
4,4,9,1,6,2,20,6,2,7,0
4,4,4,3,5,4,1,1,2,1,0
4,4,5,4,6,1,8,11,13,6,0
4,5,5,6,4,3,5,2,2,2,0
4,5,3,1,2,3,5,2,6,2,0
4,5,7,19,10,11,9,8,11,12,1
4,5,7,6,3,3,1,2,2,6,0
4,5,24,3,12,4,13,9,5,7,0
4,5,8,27,9,4,11,12,8,1,0
4,5,1,2,1,2,4,4,10,17,0
4,5,5,1,2,7,3,3,6,3,0
4,5,7,1,4,26,34,9,17,9,0
4,5,2,5,6,27,28,44,7,11,0
4,5,1,3,32,38,18,11,14,17,0
4,5,4,2,6,9,6,5,2,5,0
4,5,5,1,2,2,5,3,9,4,0
4,5,1,6,6,2,3,4,5,6,0
4,5,4,3,5,1,5,1,1,1,0
4,5,1,6,1,2,2,4,3,5,0
4,5,11,4,4,9,8,5,4,14,0
4,5,8,8,5,3,2,3,8,1,0
4,5,16,9,2,2,10,11,8,3,0
4,5,15,6,19,25,2,1,4,7,0
4,5,2,4,11,1,4,7,3,4,0
4,5,1,1,2,1,1,2,1,5,0
4,5,12,6,5,6,4,9,12,4,1
4,5,5,3,3,2,3,3,1,18,0
4,5,3,15,4,4,2,7,1,3,0
4,5,6,5,3,3,4,2,4,1,0
4,5,8,8,6,2,8,6,3,7,0
4,5,2,6,6,10,4,8,9,4,0
4,6,3,2,1,3,8,4,2,1,0
4,6,4,1,2,1,2,2,7,2,0
4,6,12,5,5,10,11,11,11,9,1
4,6,3,3,2,6,4,5,3,4,0
4,6,3,4,3,1,5,5,9,2,0
4,6,8,3,2,4,19,13,11,8,0
4,6,4,5,16,18,13,8,22,6,0
4,6,1,5,2,4,23,9,48,9,0
4,6,1,7,2,9,1,7,3,6,0
4,6,2,14,5,2,19,14,4,15,0
4,6,5,9,5,17,2,3,1,18,0
4,6,2,4,1,5,1,3,1,1,0
4,6,7,12,24,8,13,12,30,10,1
4,6,2,13,13,3,6,14,3,13,0
4,6,9,2,5,2,3,5,3,1,0
4,6,18,12,11,5,9,18,13,9,1
4,6,5,2,4,7,1,1,3,2,0
4,6,7,3,1,7,3,3,6,1,0
4,6,7,8,2,5,2,8,10,6,0
4,6,6,11,11,10,10,6,7,12,1
4,6,1,2,2,10,4,5,6,2,0
4,7,2,6,6,5,12,6,3,1,0
4,7,11,17,21,6,9,11,12,22,1
4,7,7,5,7,12,9,11,10,7,1
4,7,1,5,13,1,12,6,2,3,0
4,7,1,10,1,1,10,3,5,2,0
4,7,7,4,5,2,1,2,6,4,0
4,7,4,6,5,1,9,12,8,6,0
4,7,7,3,26,25,40,23,30,9,0
4,7,1,2,5,5,5,9,4,2,0
4,7,7,1,13,5,4,1,3,3,0
4,7,11,9,9,3,2,5,5,1,0
4,7,5,2,2,23,8,15,7,1,0
4,7,18,12,27,13,5,12,3,10,0
4,7,4,1,1,4,3,1,2,1,0
4,7,10,3,2,1,2,10,3,1,0
4,7,1,2,1,2,2,2,1,2,0
4,7,1,7,3,1,3,23,9,6,0
4,7,5,19,11,2,2,2,3,2,0
4,8,10,7,6,6,5,11,7,11,1
4,8,1,6,3,1,3,5,2,2,0
4,8,1,1,2,2,4,1,14,5,0
4,8,17,1,9,2,4,6,8,1,0
4,8,8,11,9,7,7,9,9,9,0
4,8,6,12,1,2,18,6,35,1,0
4,8,79,1,1,40,2,7,1,2,0
4,8,2,2,13,3,12,2,6,22,0
4,8,23,5,1,5,22,1,7,2,0
4,8,5,9,16,11,7,9,10,8,1
4,8,6,8,2,3,1,1,2,12,0
4,8,5,3,9,5,4,2,1,2,0
4,8,21,11,17,10,8,14,19,3,0
4,9,3,2,1,3,4,2,5,6,0
4,9,3,6,3,3,3,12,2,1,0
4,9,2,59,41,50,50,61,22,55,0
4,9,6,22,4,10,4,1,6,7,0
4,9,13,3,12,1,17,44,12,24,0
4,9,2,11,8,17,14,34,4,25,0
4,9,1,7,6,1,1,3,3,4,0
4,9,6,3,3,6,7,1,1,2,0
4,9,5,1,2,1,1,2,3,3,0
4,9,3,8,32,2,2,8,4,16,0
4,9,2,9,16,9,7,2,6,4,0
4,9,3,4,13,14,4,47,26,32,0
4,10,2,15,22,11,16,14,8,4,0
4,10,16,1,8,4,3,2,6,3,0
4,10,8,7,8,7,12,16,10,19,1
4,10,9,13,9,5,6,17,8,13,1
4,10,4,4,9,4,4,2,1,5,0
4,10,16,6,8,17,8,21,4,4,0
4,10,16,12,23,25,37,205,8,14,1
4,10,11,5,1,8,4,5,13,1,0
4,10,9,7,26,4,2,3,5,16,0
4,10,9,11,4,4,9,5,7,4,0
4,10,7,10,12,8,7,15,10,8,1
4,10,30,11,6,24,6,12,46,31,0
4,10,3,2,15,5,7,6,8,1,0
4,10,16,4,15,3,5,6,13,9,0
4,10,13,15,7,7,10,10,11,13,1
4,10,1,5,1,7,4,7,14,3,0
4,10,15,12,11,12,8,8,8,11,1
4,10,13,10,59,9,25,26,17,17,1
4,10,3,6,2,2,5,2,2,9,0
4,11,11,15,9,6,10,4,11,16,1
4,11,4,4,3,20,3,3,1,4,0
4,11,9,13,10,24,19,4,6,4,0
4,11,6,12,11,8,9,10,16,22,1
4,11,20,27,23,30,9,23,18,7,1
4,11,12,5,3,3,4,6,6,10,0
4,11,31,26,27,16,13,41,13,24,0
4,11,8,4,1,3,3,2,1,1,0
4,11,12,8,16,8,10,11,10,7,1
4,11,6,3,1,8,6,3,18,8,0
4,11,6,8,11,11,11,5,6,11,1
4,11,13,5,6,8,9,8,10,10,1
4,11,11,10,7,19,5,9,13,12,1
4,11,5,8,14,1,2,2,1,27,0
4,11,18,27,3,3,4,2,7,5,0
4,12,6,3,6,14,8,12,6,18,0
4,12,1,1,1,2,2,1,4,10,0
4,12,8,12,9,4,1,22,28,45,0
4,12,4,3,7,7,4,5,3,6,0
4,12,14,11,5,15,10,9,13,10,1
4,12,12,6,11,8,6,9,4,7,1
4,12,6,7,2,2,2,12,2,1,0
4,12,17,5,3,1,2,6,2,2,0
4,12,6,4,5,12,4,10,10,6,0
4,13,14,4,12,21,26,26,24,4,0
4,13,3,12,11,1,11,2,1,2,0
4,13,9,9,4,8,10,3,4,1,0
4,13,2,12,3,1,2,3,4,3,0
4,13,4,1,3,26,4,3,6,3,0
4,13,12,17,8,5,9,20,24,20,1
4,14,3,1,7,7,3,3,5,6,0
4,14,23,14,39,1,3,1,10,4,0
4,14,33,30,6,67,10,78,13,18,0
4,14,13,7,13,8,8,4,4,15,1
4,14,13,15,21,15,5,11,13,17,1
4,14,8,9,9,4,12,7,13,8,1
4,15,1,4,3,3,1,3,3,4,0
4,15,4,8,5,12,14,10,11,14,1
4,15,12,12,24,37,21,29,25,18,1
4,16,11,6,22,2,3,3,4,6,0
4,16,17,30,3,6,15,8,3,23,0
4,17,4,14,3,7,6,3,7,7,0
4,17,8,13,22,9,5,14,8,16,0
4,17,3,5,10,6,22,36,6,14,0
4,17,3,3,10,5,35,5,6,11,0
4,17,5,5,2,3,2,3,1,1,0
4,18,11,12,9,8,8,12,7,11,1
4,18,1,4,8,18,4,11,19,10,0
4,19,13,21,22,14,58,10,1,2,0
4,19,12,13,8,4,9,8,4,2,0
4,20,15,12,12,19,11,7,11,20,1
4,20,4,10,8,2,5,15,8,1,0
4,21,31,32,28,29,7,23,1,9,0
4,23,6,4,13,29,17,3,3,5,0
4,24,3,6,1,3,6,3,5,4,0
4,24,5,1,4,14,6,7,3,3,0
4,25,2,10,5,3,8,3,2,8,0
4,25,4,17,3,3,3,1,8,5,0
4,26,9,1,6,1,2,2,1,1,0
4,27,40,21,13,28,8,16,7,12,1
4,29,24,10,26,36,41,73,50,14,0
4,32,51,37,72,55,13,14,4,8,0
4,34,16,16,29,9,15,10,17,20,0
4,36,28,17,28,6,2,10,11,5,0
4,51,9,4,18,14,23,6,13,7,0
5,1,4,15,4,3,5,1,2,2,0
5,1,6,1,4,3,2,1,7,2,0
5,1,1,1,3,3,4,1,1,7,0
5,1,5,2,3,6,14,2,3,5,0
5,1,2,4,3,1,2,1,3,1,0
5,1,4,3,8,1,1,3,3,4,0
5,1,1,2,11,13,1,1,4,2,0
5,1,2,37,40,19,34,7,6,10,0
5,1,5,14,22,10,17,5,19,3,0
5,1,11,20,2,1,1,6,4,1,0
5,1,1,3,1,1,2,1,5,2,0
5,1,4,4,5,3,3,3,2,5,0
5,1,3,1,1,3,2,8,1,2,0
5,1,1,2,9,4,1,2,2,3,0
5,1,2,3,3,2,2,1,1,2,0
5,1,2,10,11,12,4,2,13,6,0
5,1,1,4,2,1,2,3,3,1,0
5,1,6,5,4,5,2,5,9,18,0
5,1,1,3,1,1,4,1,2,2,0
5,1,1,3,7,8,4,5,8,4,0
5,1,7,6,3,4,10,1,3,32,0
5,1,3,3,6,1,11,4,10,4,0
5,1,1,4,4,1,1,2,1,1,0
5,1,3,3,8,1,2,1,2,1,0
5,1,2,10,2,2,7,3,6,5,0
5,1,7,3,17,2,1,6,5,3,0
5,1,2,1,1,2,1,2,4,2,0
5,1,1,2,1,3,7,3,12,2,0
5,1,2,6,8,4,3,11,7,5,0
5,1,2,3,6,7,3,3,6,2,0
5,1,2,7,6,2,2,2,4,3,0
5,1,9,2,1,1,1,2,2,2,0
5,1,7,4,4,1,2,2,3,2,0
5,1,1,3,1,2,1,1,1,1,0
5,1,3,6,1,2,1,1,1,2,0
5,1,1,5,1,12,1,1,3,5,0
5,1,1,2,3,2,2,2,5,2,0
5,1,1,3,3,3,1,3,2,4,0
5,1,6,4,4,1,1,3,1,2,0
5,1,1,3,3,4,2,1,1,1,0
5,2,2,2,2,1,2,3,4,1,0
5,2,3,2,16,6,2,8,12,15,0
5,2,2,11,3,24,35,16,30,57,0
5,2,4,7,10,4,1,2,25,28,0
5,2,1,7,13,5,3,13,2,2,0
5,2,8,3,2,3,2,2,2,2,0
5,2,5,1,1,14,5,7,20,1,0
5,2,6,1,1,1,1,3,4,4,0
5,2,6,11,3,6,1,4,2,3,0
5,2,5,7,7,10,4,6,13,11,0
5,2,10,3,2,2,1,2,5,1,0
5,2,3,3,1,4,2,1,3,2,0
5,2,3,2,1,1,2,2,1,2,0
5,2,1,2,7,1,3,6,11,1,0
5,2,6,7,3,4,5,6,5,1,0
5,2,20,2,2,6,2,1,2,4,0
5,2,10,10,16,4,22,3,15,4,0
5,2,2,1,22,2,8,19,8,15,0
5,2,1,1,6,3,2,1,1,1,0
5,2,2,3,1,4,3,1,4,5,0
5,2,6,6,3,4,1,1,1,1,0
5,2,12,2,10,5,4,5,3,7,0
5,2,2,2,1,2,8,2,2,8,0
5,2,8,14,2,11,10,10,2,3,0
5,2,9,2,9,5,1,1,2,2,0
5,2,3,11,5,6,1,1,12,10,0
5,2,1,1,2,1,7,2,3,7,0
5,2,7,1,3,5,2,1,1,5,0
5,2,1,1,2,3,1,6,4,2,0
